idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
512,486,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; s.; bala; j.; bloedorn; e.; bratko; i.; cestnik; b.; cheng; j.; de jong; k.; dzeroski; s.; fahlman; s.; fisher; d.; hamann; r.; kaufman; k.; keller; s.; kononenko; i.; kreuziger; j.; michalski; r.; mitchell; t.; pachowicz; p.; reich; y.; vafaie; h.; de weldel; w. v.; wenzel; w.; wnek; j.; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991
512,498,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5T61991
512,502,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun. s.b.; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991.0,T5T61991
512,505,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; 8 keller; kononenko; kreuziger; michalski; mitchell; pa--chowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5T61991
512,508,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fisher; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pa-chowicz; reich; vafaie; van de welde; wenzel; wnek; j. and zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5T61991
513,479,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
513,480,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski ands.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,489,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,490,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,491,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. re-ich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
513,492,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,493,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,494,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,495,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,496,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,497,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,506,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,507,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,509,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,510,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
513,511,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,"the monk's problems a performance comparison of different learning algorithms,",,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
514,479,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
514,480,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski ands.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
